OID_,Value
1675,1385.059937
1676,1505.203491
1677,1674.16687
1678,1563.803101
1679,1145.878784
1680,1218.96106
1681,1219.490601
1682,890.789856
1683,847.9606934
1684,1041.619019
1685,1086.213867
1686,947.0262451
1687,2469.136719
1688,1729.964966
1689,3353.003662
1690,4077.123047
1691,3431.701172
1692,2477.354492
1693,1724.261353
1694,4863.884277
1695,7238.616699
1696,6399.286621
1697,3408.077881
1698,660.0010376
1699,675.319458
1700,538.6636963
1701,949.4758301
1702,1098.265503
1703,1176.246338
1704,922.1871338
1705,869.4644165
1706,999.5872803
1707,1025.201904
1708,1136.263428
1709,1343.602051
1710,1366.579834
1711,1315.752808
1712,1294.233765
1713,1185.888306
1714,1311.770386
1715,1298.712158
1716,912.1387939
1717,1514.508545
1718,1647.566406
1719,1532.755371
1720,1443.088257
1721,1280.971191
1722,1280.141235
1723,1333.883911
1724,1511.783447
1725,1497.167114
1726,1500.121582
1727,1583.595703
1728,1660.933838
1729,1423.273926
1730,913.1658936
1731,1136.313599
1732,1231.596436
1733,1146.216797
1734,1194.104126
1735,1525.013672
1736,1698.51416
1737,2936.357178
1738,2798.250977
1739,3838.844727
1740,3738.003662
1741,3612.127441
1742,3461.927734
1743,2173.965088
1744,1629.287476
1745,1644.549561
1746,1551.803711
1747,1749.318359
1748,1869.96106
1749,6168.722168
1750,7064.84082
1751,4899.654297
1752,290.3171082
1753,157.6676331
1754,396.3825989
1755,1101.49585
1756,1094.899414
1757,881.5429688
1758,985.3244019
1759,974.8947144
1760,998.1773682
1761,1112.152344
1762,1805.165527
1763,1362.580078
1764,1300.625244
1765,1284.3479
1766,1259.717041
1767,1319.946899
1768,1285.12854
1769,1238.327271
1770,1771.398804
1771,1504.290161
1772,1445.996826
1773,1393.905762
1774,1283.250488
1775,1280.477661
1776,1426.400879
1777,1233.897217
1778,1232.499634
1779,1607.648682
1780,1583.209229
1781,1601.728882
1782,1362.718994
1783,929.0762939
1784,1150.436035
1785,1368.493652
1786,1085.134399
1787,1776.123657
1788,1624.170044
1789,3047.974365
1790,3454.926025
1791,1454.174927
1792,2945.986572
1793,5284.939453
1794,1911.290771
1795,1728.713745
1796,1710.002563
1797,1833.128784
1798,1473.522095
1799,1601.365112
1800,1966.657837
1801,2499.871826
1802,7497.791016
1803,6420.476563
1804,545.7740479
1805,153.943512
1806,212.4569092
1807,82.95917511
1808,1032.797241
1809,1004.847046
1810,875.4396973
1811,903.1051025
1812,982.9176025
1813,1077.616333
1814,1317.016724
1815,1354.050049
1816,1264.320313
1817,1235.175171
1818,1326.124512
1819,1278.804688
1820,1185.863281
1821,1549.694092
1822,1576.176758
1823,1299.428711
1824,1373.969482
1825,1317.670654
1826,1175.772095
1827,1321.668213
1828,1265.912598
1829,1156.984131
1830,1163.006958
1831,1685.490479
1832,1507.137451
1833,1497.532104
1834,1290.63501
1835,947.5213623
1836,1197.916626
1837,1348.920776
1838,788.4311523
1839,907.1517334
1840,807.451355
1841,937.4371948
1842,1034.105347
1843,867.3467407
1844,1410.671753
1845,1557.583374
1846,1921.957886
1847,1647.000977
1848,2995.231689
1849,2691.650879
1850,2700.223145
1851,2649.729248
1852,2166.50415
1853,2177.014893
1854,1921.634888
1855,2488.844482
1856,3126.721436
1857,4071.447754
1858,7307.309082
1859,1701.567871
1860,287.4602966
1861,162.2424622
1862,91.17088318
1863,773.1671753
1864,920.5100098
1865,846.3442993
1866,1142.284546
1867,1296.540649
1868,1307.082764
1869,1299.496582
1870,1300.318481
1871,1262.120728
1872,1248.185181
1873,1213.800903
1874,1739.160767
1875,1635.403687
1876,1289.932861
1877,1271.148193
1878,1332.011475
1879,1171.07959
1880,1194.255615
1881,1344.8302
1882,1239.978882
1883,1097.586304
1884,1310.435791
1885,1593.313477
1886,1489.619019
1887,1444.29541
1888,1330.254395
1889,959.0805664
1890,1333.286133
1891,1205.386841
1892,1021.032227
1893,1013.740417
1894,938.8326416
1895,871.8132324
1896,784.6875
1897,759.0047607
1898,1005.285217
1899,1012.850037
1900,1072.552002
1901,1690.343506
1902,1483.625854
1903,1344.126465
1904,1613.515015
1905,1967.887817
1906,2751.913574
1907,3164.890137
1908,2473.113525
1909,1152.561279
1910,2197.426514
1911,1418.745483
1912,2460.901855
1913,2172.273193
1914,1707.320923
1915,1778.670532
1916,1938.102539
1917,3067.402588
1918,2342.806152
1919,3197.025879
1920,584.2271729
1921,325.1681519
1922,225.1701813
1923,969.605957
1924,1027.428589
1925,1181.333618
1926,1265.474365
1927,1341.685791
1928,1341.995728
1929,1255.533325
1930,1180.227051
1931,1268.824219
1932,1340.168945
1933,1643.694336
1934,1621.647217
1935,1718.217163
1936,1698.272217
1937,1518.046631
1938,1167.236084
1939,1128.783325
1940,1330.828125
1941,1262.751221
1942,1170.939453
1943,1326.252197
1944,1297.762451
1945,1203.548096
1946,1528.604614
1947,1531.372559
1948,1445.906006
1949,1420.999634
1950,1370.311401
1951,1178.912354
1952,1116.768433
1953,1092.405518
1954,939.9832153
1955,927.6911011
1956,1030.224365
1957,990.3236694
1958,935.3082275
1959,819.6624756
1960,866.4901733
1961,892.1876221
1962,882.1393433
1963,1072.820557
1964,1095.215942
1965,2249.705322
1966,2864.538818
1967,2238.671631
1968,2952.26709
1969,3140.943359
1970,1265.970459
1971,1804.248047
1972,2045.126221
1973,1355.560547
1974,2539.108398
1975,2053.788574
1976,2007.322998
1977,1963.863403
1978,1839.598022
1979,2095.774658
1980,2393.438721
1981,2656.773926
1982,2510.913086
1983,1814.386841
1984,1966.591675
1985,604.8827515
1986,297.8235779
1987,249.3210297
1988,1211.916382
1989,1257.983276
1990,1258.338013
1991,1310.114868
1992,1222.011719
1993,1163.481201
1994,1250.620361
1995,1690.182617
1996,1748.440552
1997,3216.247559
1998,1569.639648
1999,1530.640381
2000,1117.121826
2001,1443.932739
2002,1346.270752
2003,1066.010864
2004,1214.598389
2005,1321.519165
2006,1364.294678
2007,1368.717529
2008,1586.009766
2009,1544.146606
2010,1431.304199
2011,1578.512695
2012,1312.317627
2013,960.163208
2014,987.0002441
2015,968.1950073
2016,997.4292603
2017,930.1131592
2018,1082.425049
2019,976.0084229
2020,1283.029663
2021,1110.24231
2022,886.3462524
2023,935.4268188
2024,883.09552
2025,1242.803955
2026,2587.643311
2027,2475.336426
2028,2118.563232
2029,1610.157959
2030,1481.653076
2031,1819.678955
2032,2625.811768
2033,1293.10144
2034,2231.321289
2035,2175.04248
2036,1606.875732
2037,1399.028442
2038,1961.847778
2039,2731.605469
2040,2366.977295
2041,2255.316895
2042,2286.925049
2043,1658.886597
2044,1062.379883
2045,467.796814
2046,413.0675964
2047,205.3242035
2048,934.449585
2049,1327.110718
2050,1256.368652
2051,1291.571411
2052,1274.447876
2053,1255.317261
2054,1780.69397
2055,1729.527344
2056,1382.711548
2057,1380.532959
2058,1106.829834
2059,1598.444092
2060,1546.870361
2061,1381.744507
2062,1011.634033
2063,964.9804077
2064,1288.49939
2065,1332.981567
2066,1358.60022
2067,1548.224609
2068,1716.09375
2069,1560.248047
2070,1376.195801
2071,1274.033691
2072,1176.650513
2073,843.067749
2074,955.1808472
2075,893.8267212
2076,961.6119995
2077,1151.942871
2078,1085.31604
2079,1027.342407
2080,901.5358887
2081,893.5333252
2082,949.0031738
2083,945.9805298
2084,1060.753784
2085,1135.80835
2086,1214.924438
2087,1322.054932
2088,2486.740234
2089,3028.196045
2090,2904.188721
2091,2254.24585
2092,1316.220703
2093,1848.793945
2094,1431.401367
2095,2666.170898
2096,1932.466187
2097,1937.949829
2098,1931.633545
2099,1346.021729
2100,1774.985962
2101,2121.674316
2102,3128.342285
2103,2793.624268
2104,1332.009277
2105,1929.786743
2106,1177.054932
2107,931.1859741
2108,375.3075562
2109,213.9478912
2110,1180.931274
2111,1256.651611
2112,1393.578369
2113,1070.0802
2114,1196.897583
2115,1899.310669
2116,1661.478149
2117,1046.890381
2118,1501.529297
2119,1406.528564
2120,1384.846313
2121,1604.128296
2122,1403.03833
2123,941.3687134
2124,1128.5625
2125,1261.675293
2126,1381.029785
2127,1423.093872
2128,1532.970581
2129,1406.944458
2130,1580.383789
2131,1213.611206
2132,1221.133789
2133,1076.810425
2134,960.1968384
2135,852.4351196
2136,879.6131592
2137,1137.716919
2138,1220.62085
2139,942.3417358
2140,1023.536194
2141,929.2771606
2142,962.0140381
2143,1009.860291
2144,1073.771606
2145,1027.853271
2146,1055.491455
2147,1036.115601
2148,1023.660706
2149,1048.463501
2150,1258.722168
2151,2251.28833
2152,2331.077881
2153,1735.730591
2154,1616.365601
2155,1346.15625
2156,2054.553467
2157,2072.617188
2158,2283.233887
2159,3076.70874
2160,2793.100098
2161,1304.674438
2162,1627.709839
2163,1237.740356
2164,721.9973145
2165,309.9607239
2166,149.0992737
2167,1337.166382
2168,1257.286499
2169,1078.895264
2170,1030.249268
2171,1592.949707
2172,1420.672607
2173,1518.552368
2174,1369.375854
2175,1220.834717
2176,1170.841675
2177,1102.425903
2178,1138.842163
2179,1114.032715
2180,1720.297852
2181,1411.704224
2182,1508.153076
2183,1452.469238
2184,1524.547852
2185,1282.717896
2186,1187.706055
2187,949.7127686
2188,885.8388672
2189,858.8619995
2190,855.6982422
2191,1206.049438
2192,1197.144287
2193,1055.301147
2194,1038.638062
2195,1040.31604
2196,1018.659546
2197,972.1138916
2198,979.9805908
2199,958.2660522
2200,976.510376
2201,1574.876221
2202,2057.999268
2203,2705.971436
2204,3338.467529
2205,2151.090576
2206,2434.262939
2207,999.8874512
2208,2237.189209
2209,2874.543945
2210,1666.899292
2211,1499.590576
2212,963.7949829
2213,2257.050537
2214,2398.180664
2215,3334.310791
2216,2511.496826
2217,993.1914063
2218,1001.113708
2219,1133.013184
2220,635.7080688
2221,731.7531738
2222,259.6694641
2223,65.8967514
2224,1205.165649
2225,1207.883789
2226,1670.570557
2227,1553.56897
2228,1223.292114
2229,1738.72998
2230,1612.468262
2231,1454.121338
2232,1308.951782
2233,973.4379272
2234,905.4345093
2235,1134.491943
2236,896.6026611
2237,1277.928345
2238,1441.358643
2239,1358.87146
2240,1465.360596
2241,1679.519409
2242,1438.996826
2243,1451.861206
2244,1080.05542
2245,1136.258911
2246,913.3583374
2247,805.7562256
2248,874.4275513
2249,947.3341064
2250,1240.221069
2251,1162.389282
2252,1072.107544
2253,1247.657715
2254,1019.073059
2255,951.6842651
2256,1084.528687
2257,1010.325989
2258,1018.387329
2259,1912.828857
2260,2506.194336
2261,3119.476074
2262,2794.419189
2263,4000.404785
2264,1710.669312
2265,1203.294922
2266,1176.702515
2267,1310.994141
2268,1242.693115
2269,1849.816895
2270,1611.099487
2271,1044.403442
2272,1200.535767
2273,2552.181152
2274,3264.971436
2275,1939.432861
2276,734.401123
2277,1127.212646
2278,868.6868286
2279,579.741272
2280,1043.962158
2281,514.5455933
2282,1472.353882
2283,1338.494019
2284,1309.776489
2285,1582.123413
2286,2626.032715
2287,1251.483032
2288,1006.477356
2289,930.5164795
2290,932.4662476
2291,859.2720337
2292,1177.589722
2293,1471.586548
2294,1524.583374
2295,1474.827393
2296,1602.568848
2297,1164.694336
2298,1467.988525
2299,1105.642822
2300,1077.511353
2301,1241.704102
2302,919.335083
2303,942.9364014
2304,1078.188843
2305,1118.589478
2306,1241.787964
2307,944.4605103
2308,1191.500977
2309,1322.19751
2310,1170.938477
2311,983.6087036
2312,1243.862427
2313,1061.780518
2314,995.7706909
2315,1742.437744
2316,1521.828247
2317,1845.520386
2318,1099.022583
2319,1079.103394
2320,1499.500122
2321,1398.506958
2322,1564.924927
2323,1694.656494
2324,1980.97644
2325,2699.358398
2326,1110.734375
2327,2502.842773
2328,2509.566406
2329,2915.40625
2330,1235.797241
2331,895.2019043
2332,809.9274902
2333,919.4331055
2334,705.2380371
2335,821.8306274
2336,269.1705627
2337,1161.546509
2338,1456.706299
2339,3285.858154
2340,1249.690063
2341,887.2637939
2342,938.5588989
2343,999.7139893
2344,757.8618164
2345,978.967041
2346,1038.047607
2347,2439.562012
2348,1430.76416
2349,1469.529419
2350,1320.556641
2351,1334.208496
2352,1255.150879
2353,1249.379639
2354,1271.691772
2355,1246.498779
2356,1011.065552
2357,1058.030029
2358,955.6772461
2359,1115.626221
2360,1164.072876
2361,1063.563721
2362,1051.662109
2363,1610.29248
2364,1077.312256
2365,1226.164673
2366,1175.128052
2367,988.9671021
2368,1044.491211
2369,1301.048096
2370,1803.83728
2371,2204.309814
2372,2417.16748
2373,1276.481323
2374,1174.75708
2375,1628.878052
2376,1406.092041
2377,1506.447266
2378,2366.577148
2379,1772.864258
2380,2208.682861
2381,2702.201904
2382,2692.151367
2383,3151.021484
2384,1895.498779
2385,1127.91272
2386,820.0423584
2387,789.822998
2388,798.8769531
2389,666.3517456
2390,661.9502563
2391,4114.101563
2392,2094.488281
2393,945.3849487
2394,917.3104858
2395,1015.753418
2396,1009.733643
2397,976.9272461
2398,904.9143677
2399,2949.158447
2400,1169.080811
2401,1185.895508
2402,1315.340576
2403,1142.328491
2404,1334.732422
2405,1250.550537
2406,1195.896606
2407,1331.589111
2408,1092.575317
2409,997.0963745
2410,1104.736572
2411,951.9851685
2412,1135.936523
2413,1074.87793
2414,1095.078125
2415,1169.75647
2416,1673.663452
2417,1179.177246
2418,1287.998779
2419,1033.323242
2420,1128.576294
2421,1072.581055
2422,1012.303162
2423,1735.025757
2424,1949.165894
2425,2262.486084
2426,2641.825439
2427,1782.020874
2428,1501.082642
2429,1780.790161
2430,1328.486816
2431,1896.475464
2432,2713.609375
2433,1359.415283
2434,2876.797119
2435,2350.390381
2436,2634.330078
2437,1936.696289
2438,1260.51062
2439,1153.190918
2440,744.6209106
2441,757.4020996
2442,715.022644
2443,555.9779663
2444,482.2181091
2445,920.5021973
2446,1018.887268
2447,1074.368652
2448,1126.513428
2449,1096.7052
2450,1155.727661
2451,2596.941406
2452,1047.960449
2453,961.8858032
2454,1156.888306
2455,1423.678101
2456,1044.003296
2457,1391.686523
2458,1035.49353
2459,1293.934326
2460,1265.652588
2461,1184.794678
2462,1186.567749
2463,1165.569092
2464,1357.235718
2465,1104.487793
2466,1229.674683
2467,1588.44751
2468,1550.533569
2469,1166.408447
2470,1616.426025
2471,1302.454346
2472,984.7478027
2473,1125.952148
2474,1433.633423
2475,1594.902222
2476,2597.289795
2477,2439.209961
2478,2311.390137
2479,1747.800049
2480,1621.379395
2481,1631.7771
2482,1455.213745
2483,1815.854736
2484,1552.877808
2485,2256.868408
2486,2993.302246
2487,2134.018311
2488,1922.867065
2489,2213.245605
2490,1489.110107
2491,1254.28833
2492,1193.809082
2493,895.8649902
2494,779.1696167
2495,556.6279297
2496,567.3886108
2497,326.8790588
2498,1159.456909
2499,1203.99231
2500,942.2564697
2501,1154.569824
2502,959.6832275
2503,1506.852539
2504,1126.192749
2505,1045.117188
2506,1215.182983
2507,1324.977661
2508,1486.31604
2509,1277.979858
2510,1179.331787
2511,1302.001709
2512,1359.55835
2513,1282.993164
2514,1328.774902
2515,1420.570801
2516,999.2062988
2517,1469.255005
2518,1270.440552
2519,1415.664673
2520,1456.79895
2521,1533.338989
2522,1519.436035
2523,1066.67395
2524,1202.09375
2525,1314.10022
2526,1496.917725
2527,1519.269531
2528,2278.347656
2529,1261.504395
2530,2685.398682
2531,1821.583008
2532,1423.063965
2533,1527.279053
2534,1781.053589
2535,1566.287354
2536,1280.389038
2537,2771.724121
2538,2036.455811
2539,1305.99646
2540,2321.074951
2541,2014.531006
2542,1253.69397
2543,1412.371826
2544,1064.613892
2545,840.5773315
2546,590.3353882
2547,642.0629272
2548,477.7826538
2549,274.6724854
2550,923.0619507
2551,1054.350952
2552,860.8256836
2553,1354.842529
2554,1195.684937
2555,1119.034302
2556,1257.089722
2557,1445.272095
2558,1470.337646
2559,1423.842896
2560,1057.703125
2561,1273.654663
2562,1438.960327
2563,1423.046143
2564,1613.438965
2565,1424.052246
2566,1429.204834
2567,1449.29895
2568,1530.60144
2569,1543.645508
2570,1647.537964
2571,1673.596436
2572,1187.579346
2573,1248.845947
2574,1095.181885
2575,1236.016479
2576,1383.617798
2577,1611.717651
2578,1549.489502
2579,2158.378662
2580,2568.657471
2581,1239.856445
2582,1143.705322
2583,1691.939453
2584,1811.449341
2585,1798.339111
2586,1615.285767
2587,2356.032715
2588,1735.682251
2589,2365.476563
2590,1341.409302
2591,1158.738037
2592,1580.535156
2593,1018.449646
2594,794.6499023
2595,698.1363525
2596,612.0817261
2597,556.680542
2598,833.1747437
2599,1006.231079
2600,1183.265381
2601,1142.424072
2602,1234.36792
2603,1188.567383
2604,1411.20874
2605,1331.310059
2606,1426.299194
2607,1009.62915
2608,1486.9375
2609,1522.229858
2610,1812.444458
2611,1613.155884
2612,1482.664185
2613,1280.928223
2614,1548.146851
2615,1569.010986
2616,1652.44104
2617,1549.838501
2618,1362.595703
2619,1501.204468
2620,1118.870605
2621,1369.613403
2622,1304.111938
2623,1500.12207
2624,1573.371338
2625,1545.010132
2626,1738.963257
2627,2016.048096
2628,1698.812866
2629,1089.431885
2630,2241.025146
2631,2120.004883
2632,1262.012573
2633,1805.234009
2634,2423.542969
2635,2373.156494
2636,1836.354248
2637,1493.313599
2638,1284.324219
2639,1572.009155
2640,812.0643921
2641,868.4141235
2642,627.0228882
2643,579.798584
2644,326.9725037
2645,871.1335449
2646,1002.803711
2647,1278.312378
2648,1256.435303
2649,1210.17041
2650,1279.653931
2651,1258.744385
2652,1305.694702
2653,1610.60376
2654,1562.149414
2655,1836.727783
2656,1773.781982
2657,1513.903809
2658,1460.503784
2659,1551.821411
2660,1213.553467
2661,1703.451294
2662,1251.815308
2663,1142.142334
2664,1686.809692
2665,1147.866333
2666,1323.282715
2667,1398.917603
2668,1234.699585
2669,1488.692871
2670,1293.782227
2671,1701.73938
2672,1819.125366
2673,1762.669678
2674,1779.198364
2675,2443.784912
2676,2825.06665
2677,2207.035156
2678,1333.910889
2679,1506.387451
2680,1527.36499
2681,1723.978271
2682,2840.375
2683,2094.510254
2684,1538.216675
2685,1287.072021
2686,1355.583008
2687,1398.006104
2688,870.7137451
2689,802.4087524
2690,641.3762817
2691,469.3544617
2692,210.8571472
2693,1277.557373
2694,1315.339722
2695,1199.770508
2696,1050.078735
2697,1384.644531
2698,1310.91626
2699,1702.774658
2700,1827.506226
2701,1469.510864
2702,2641.457031
2703,1490.971436
2704,1446.090942
2705,1444.911499
2706,1599.619019
2707,1404.389282
2708,1423.873901
2709,1567.212891
2710,1406.008545
2711,1246.175781
2712,1551.4729
2713,1187.119385
2714,1030.371094
2715,1469.252319
2716,1708.397217
2717,1776.50708
2718,1880.057251
2719,1876.817261
2720,1906.890015
2721,2800.760742
2722,2095.033691
2723,1618.803833
2724,1635.467163
2725,1441.833984
2726,1636.637207
2727,1831.836914
2728,2182.780029
2729,2018.06958
2730,1422.485718
2731,1196.525269
2732,1286.523438
2733,1151.66626
2734,1090.789063
2735,837.9928589
2736,561.5889282
2737,1287.536377
2738,1159.271484
2739,1303.366577
2740,1314.947632
2741,1352.020264
2742,1582.695557
2743,1828.14978
2744,1959.203857
2745,1171.994141
2746,1632.385132
2747,1499.565918
2748,1530.18689
2749,1645.234863
2750,1587.860474
2751,1420.506348
2752,1446.995361
2753,1753.401245
2754,1163.037476
2755,1578.032104
2756,1489.198853
2757,1437.760986
2758,1807.852783
2759,1411.065918
2760,1810.554199
2761,1829.862427
2762,1915.226563
2763,2111.256592
2764,1980.689697
2765,1829.451782
2766,1817.220581
2767,1578.832886
2768,1489.041138
2769,1707.780518
2770,1824.494385
2771,1941.35144
2772,2017.103516
2773,1772.897949
2774,1398.520508
2775,1130.366699
2776,1121.810303
2777,1029.221558
2778,876.2106934
2779,598.7282715
2780,457.4418335
2781,285.6249695
2782,1351.752563
2783,1253.407959
2784,1378.19397
2785,1600.710693
2786,1729.531738
2787,1815.176758
2788,1810.432495
2789,1275.711182
2790,1617.196289
2791,1680.5625
2792,1694.029907
2793,1324.062378
2794,1080.73584
2795,1540.824341
2796,1318.892578
2797,1564.131104
2798,1737.561523
2799,1526.28833
2800,1345.854004
2801,1430.998535
2802,1519.585327
2803,1600.317383
2804,1700.32605
2805,1874.752197
2806,1971.226929
2807,1888.616455
2808,1778.339478
2809,1730.197998
2810,1685.782959
2811,1512.353394
2812,1610.139893
2813,1701.740234
2814,2004.034912
2815,1997.841309
2816,1506.296143
2817,1294.619629
2818,805.9579468
2819,924.2734375
2820,870.5435791
2821,803.5182495
2822,739.0784912
2823,499.8962708
2824,1230.632446
2825,1482.737793
2826,1594.005737
2827,1820.966064
2828,1761.253174
2829,1819.946777
2830,1651.581543
2831,1552.125122
2832,1542.39856
2833,1533.037109
2834,1283.829956
2835,1158.806396
2836,1546.630127
2837,1584.564575
2838,1578.26062
2839,1616.83374
2840,1205.081665
2841,1550.875854
2842,1383.721436
2843,1690.202881
2844,1363.628052
2845,1670.388062
2846,1847.699097
2847,1942.958374
2848,2607.422852
2849,1844.398926
2850,1629.664429
2851,1483.928345
2852,1561.060547
2853,1567.678467
2854,1718.654663
2855,2050.579102
2856,1749.581055
2857,1136.757813
2858,858.5948486
2859,974.3125
2860,888.3540039
2861,807.682251
2862,810.7496338
2863,800.2825928
2864,344.5324402
2865,1772.879883
2866,1960.771606
2867,1696.366089
2868,1828.944092
2869,1759.631348
2870,1166.894409
2871,1693.113403
2872,1358.010254
2873,1528.903931
2874,1452.783936
2875,1335.990723
2876,1465.126343
2877,1643.340942
2878,1621.324463
2879,1550.211304
2880,1480.220947
2881,1704.647461
2882,1705.424805
2883,1740.397217
2884,1387.838379
2885,1882.688721
2886,1962.17334
2887,1894.673462
2888,1792.678223
2889,1524.199219
2890,1445.744141
2891,1450.454346
2892,1590.507324
2893,1707.24353
2894,1890.763916
2895,1544.581177
2896,1021.774475
2897,994.9172974
2898,987.25177
2899,865.0789185
2900,865.0249634
2901,1020.932495
2902,683.8007813
2903,2075.457031
2904,2094.123047
2905,1006.770935
2906,1708.13562
2907,1760.44812
2908,1657.511841
2909,1751.654541
2910,1169.751953
2911,1588.588379
2912,1753.395874
2913,1786.12793
2914,1726.369141
2915,1654.52417
2916,1570.44812
2917,1669.581055
2918,1799.852051
2919,1636.214478
2920,1567.098633
2921,1454.657959
2922,1842.516602
2923,1905.079224
2924,1765.545532
2925,1609.070313
2926,1489.143799
2927,1436.742676
2928,1393.126221
2929,1423.012695
2930,1724.732544
2931,1672.347046
2932,1404.110596
2933,1106.099121
2934,1160.295532
2935,964.2481079
2936,992.1500244
2937,851.1599731
2938,770.6973877
2939,439.5303345
2940,1926.686768
2941,1184.623657
2942,1790.425171
2943,1972.453735
2944,1765.162354
2945,1428.479004
2946,1174.067627
2947,1728.25293
2948,1311.906616
2949,1931.158691
2950,1607.234619
2951,1587.682373
2952,1611.689941
2953,1684.96875
2954,1825.335449
2955,1186.444946
2956,1656.056152
2957,1511.52002
2958,1852.461426
2959,1844.72229
2960,1560.458008
2961,1441.466553
2962,1447.984253
2963,1398.856079
2964,1362.961304
2965,1437.437012
2966,1486.3927
2967,1566.490601
2968,1423.437744
2969,1106.029663
2970,1431.450806
2971,894.5048218
2972,900.4068604
2973,671.9677734
2974,653.6002808
2975,315.1325073
2976,1905.484863
2977,1890.028809
2978,1683.678101
2979,1279.695435
2980,1756.547729
2981,1180.022827
2982,1820.847046
2983,1512.596558
2984,1295.186401
2985,1675.288208
2986,1653.954102
2987,1669.416626
2988,1742.993164
2989,1650.707031
2990,1596.398682
2991,1571.517334
2992,1780.831299
2993,1579.659912
2994,1386.940674
2995,1346.209229
2996,1455.726318
2997,1274.806396
2998,1353.526611
2999,1422.794067
3000,1465.878784
3001,1457.284668
3002,1505.836792
3003,1590.095825
3004,1238.071777
3005,821.3456421
3006,811.7266846
3007,775.9700317
3008,531.5994263
3009,1326.497437
3010,1823.453857
3011,1690.114258
3012,1719.988892
3013,1128.773315
3014,1629.63562
3015,1291.712402
3016,1674.415771
3017,1692.596313
3018,1479.366821
3019,1837.422363
3020,1777.005615
3021,1515.229248
3022,1297.313599
3023,1656.800049
3024,1730.254272
3025,1379.401978
3026,1395.334961
3027,1254.617676
3028,1135.829224
3029,1307.203491
3030,1371.002319
3031,1521.734375
3032,1362.216797
3033,1576.950562
3034,1525.7146
3035,1340.81543
3036,1103.30835
3037,878.5631104
3038,864.8109131
3039,623.5534058
3040,280.3080139
3041,1641.958862
3042,1367.718384
3043,1340.363403
3044,1172.589844
3045,1870.208008
3046,1914.939453
3047,1262.598755
3048,1576.911255
3049,2026.124268
3050,1353.559204
3051,1498.13855
3052,1593.560425
3053,1735.268921
3054,1739.741333
3055,1131.419189
3056,1320.424805
3057,1036.770996
3058,1227.272827
3059,1280.307739
3060,1410.056885
3061,1502.080322
3062,1491.119141
3063,1536.785767
3064,1480.596191
3065,1245.029907
3066,1234.423706
3067,1377.581665
3068,835.4793701
3069,315.8130493
3070,1261.139648
3071,1350.067627
3072,1243.921875
3073,1964.752808
3074,1728.084473
3075,1247.368164
3076,2075.438477
3077,1775.527466
3078,1655.091675
3079,1831.6604
3080,1883.34021
3081,1739.858521
3082,1331.009399
3083,1136.72522
3084,1156.285645
3085,1250.660522
3086,1242.697632
3087,1258.269531
3088,1360.346313
3089,1607.991211
3090,1445.390503
3091,1475.846924
3092,1392.404663
3093,1429.031738
3094,1630.305908
3095,1000.154907
3096,1519.0448
3097,1786.506104
3098,2017.180664
3099,1242.133179
3100,2038.101318
3101,2009.466431
3102,1609.536743
3103,1776.312378
3104,1928.503052
3105,1825.028809
3106,1447.443115
3107,1141.888794
3108,1126.094482
3109,1377.14502
3110,1268.773438
3111,1245.92981
3112,1248.376099
3113,1426.976685
3114,1574.292603
3115,1453.735107
3116,1453.71228
3117,1480.335815
3118,1625.601318
3119,1239.088501
3120,707.9696045
3121,1811.058228
3122,1896.523804
3123,1553.017456
3124,1801.506592
3125,1531.530518
3126,1581.293823
3127,2044.5896
3128,1636.258545
3129,1321.149048
3130,1322.846313
3131,969.2754517
3132,1172.112793
3133,1295.099243
3134,1356.174316
3135,1210.224365
3136,1521.60376
3137,1517.965942
3138,1475.671997
3139,1545.742554
3140,1494.932617
3141,1627.05603
3142,1296.498779
3143,1652.005005
3144,1668.601929
3145,2700.577881
3146,1787.786621
3147,1704.91272
3148,1955.47229
3149,1568.3125
3150,1449.327759
3151,1196.868896
3152,1110.881104
3153,1063.746582
3154,1160.661499
3155,1141.591187
3156,1318.569946
3157,1473.937012
3158,1295.010864
3159,1214.722046
3160,1792.279541
3161,1354.644165
3162,1717.461914
3163,664.513855
3164,1651.662598
3165,1830.578979
3166,1748.050781
3167,1679.775024
3168,1559.097168
3169,1440.26123
3170,1323.495361
3171,960.5429688
3172,1024.239502
3173,1318.595337
3174,1150.232178
3175,1403.623535
3176,1405.209839
3177,1287.762207
3178,1528.391602
3179,1520.165283
3180,1544.734009
3181,1681.559448
3182,1783.414429
3183,1656.845459
3184,1653.352539
3185,1262.867676
3186,1598.952515
3187,1163.238159
3188,1012.838074
3189,1328.883667
3190,1069.921997
3191,1320.299194
3192,1083.69873
3193,1422.057739
3194,1185.709961
3195,1391.079346
3196,1329.07959
3197,1697.842651
3198,1009.307556
3199,324.3924561
3200,1746.851563
3201,1580.666992
3202,1553.248901
3203,1499.817627
3204,1100.192749
3205,1314.323608
3206,1038.898071
3207,1288.910889
3208,1025.723022
3209,1135.75
3210,1263.126953
3211,1217.863403
3212,1522.259033
3213,1562.047852
3214,1311.790405
3215,1003.083679
3216,1609.77832
3217,1453.392212
3218,1058.15271
3219,1086.132813
3220,1150.093018
3221,975.7756348
3222,1068.446167
3223,1099.562012
3224,1409.56189
3225,1194.97876
3226,1342.134155
3227,1177.068115
3228,1043.605835
3229,1067.150024
3230,1327.171997
3231,853.0341187
