OID_,Value
605,560.6884766
606,541.6804199
607,979.27948
608,1178.11084
609,1393.553101
610,815.1923218
611,841.2801514
612,691.571228
613,799.0126953
614,865.9356079
615,913.0179443
616,889.3403931
617,780.1018066
618,473.2942505
619,453.8427429
620,609.3146362
621,648.9317017
622,755.4744263
623,557.8293457
624,751.6445313
625,586.9194336
626,600.3988647
627,877.3812866
628,881.3745117
629,953.2961426
630,1490.619507
631,1186.912231
632,1179.930542
633,1270.801147
634,1020.914917
635,1514.513794
636,1042.981323
637,1080.671753
638,909.0107422
639,617.3046875
640,540.6707153
641,595.9423828
642,635.7047729
643,1136.522949
644,1465.363281
645,1271.892578
646,925.4351807
647,679.3265381
648,732.6195068
649,744.147644
650,789.7247314
651,785.0982056
652,881.1593018
653,738.0483398
654,607.9957886
655,549.7155151
656,55.08306122
657,316.8923035
658,700.4938965
659,575.0880127
660,633.5043945
661,703.8768311
662,787.2868652
663,731.5372314
664,640.585022
665,816.7778931
666,715.0499268
667,834.3401489
668,915.3173828
669,1663.409912
670,1023.477783
671,953.9658203
672,846.1749268
673,594.3014526
674,560.8408813
675,851.130249
676,803.196167
677,1347.655762
678,1465.840088
679,1068.034546
680,719.9753418
681,681.8623047
682,677.0728149
683,744.895752
684,888.5671387
685,747.5046387
686,845.0045166
687,686.6105347
688,621.4536133
689,570.7171631
690,559.0185547
691,186.325882
692,442.5869446
693,521.9598999
694,593.5062256
695,801.6958618
696,784.78302
697,769.6881714
698,706.5058594
699,711.8101807
700,742.7045288
701,734.0061646
702,1337.801758
703,1646.070557
704,1346.055908
705,1134.511597
706,1016.733765
707,1091.599243
708,1335.422974
709,1301.209595
710,1082.673706
711,707.8422241
712,592.1038208
713,981.718689
714,1173.124634
715,1418.26416
716,925.2822266
717,740.4177246
718,716.8064575
719,710.4019775
720,763.9161987
721,885.9376831
722,768.2041016
723,729.2729492
724,769.107605
725,672.7692871
726,572.1392822
727,733.324707
728,650.7180786
729,846.0407715
730,28.1692791
731,690.3460083
732,682.828186
733,735.187561
734,808.6366577
735,805.5407715
736,699.2213135
737,732.3544922
738,659.7710571
739,754.557251
740,1164.407471
741,1383.602051
742,1104.78125
743,1058.741333
744,1209.446411
745,1332.637085
746,1413.846924
747,979.3442383
748,750.1151123
749,982.2587891
750,765.4985962
751,1004.218079
752,1072.358887
753,708.1914063
754,711.4971924
755,718.6358643
756,732.9974976
757,705.6895142
758,881.4735718
759,763.598877
760,656.8009033
761,699.7410278
762,684.8480225
763,684.4662476
764,709.6525879
765,680.8963013
766,769.9707031
767,89.26049042
768,255.430069
769,515.7524414
770,740.8736572
771,771.0270996
772,596.4887085
773,747.503418
774,859.9474487
775,634.2022705
776,817.6669312
777,670.6037598
778,796.194458
779,993.4769287
780,1140.089355
781,1144.745728
782,1028.901367
783,1306.453369
784,1363.469971
785,1132.773926
786,1301.322998
787,1163.440674
788,1020.315613
789,1505.740723
790,1199.335571
791,993.5146484
792,962.3875122
793,758.711731
794,932.5556641
795,1400.714355
796,1069.556763
797,781.8223267
798,720.0379639
799,686.4573364
800,829.5827026
801,745.6751709
802,669.6962891
803,850.0825195
804,649.9862061
805,776.7074585
806,693.6183472
807,698.645752
808,667.6043091
809,781.4951782
810,830.4966431
811,1131.005615
812,1249.599243
813,275.519165
814,371.926239
815,485.7463989
816,591.0751953
817,611.03479
818,632.1876831
819,649.7755737
820,810.7017212
821,861.3080444
822,775.2150269
823,788.3919067
824,865.4475098
825,1131.77478
826,1130.362427
827,1140.242676
828,1242.099854
829,1410.862061
830,1468.929932
831,1316.928101
832,1145.684814
833,1269.076538
834,1391.63147
835,1264.873413
836,1155.988647
837,955.4299316
838,870.9810791
839,1016.492554
840,1694.270752
841,1340.6427
842,718.6652832
843,696.0178223
844,809.0238647
845,725.1623535
846,663.057251
847,723.3493652
848,688.8251343
849,864.3661499
850,765.100647
851,797.8915405
852,775.2681274
853,813.6607056
854,666.161499
855,722.4402466
856,909.3574219
857,970.3139648
858,2481.229004
859,2835.13623
860,213.8314514
861,330.858551
862,388.5183716
863,455.6581421
864,460.0153503
865,583.6109619
866,619.2324219
867,710.9308472
868,890.9012451
869,841.4686279
870,718.539978
871,880.7142334
872,936.1242065
873,1025.937744
874,1322.120117
875,1184.915527
876,1363.540894
877,1325.271484
878,1157.892578
879,1299.953979
880,1182.022705
881,769.1072388
882,739.9242554
883,1119.726807
884,944.4523315
885,808.6720581
886,892.3081665
887,653.9990234
888,646.68396
889,728.4538574
890,806.5896606
891,751.5115967
892,803.5889893
893,673.1513062
894,959.9214478
895,737.8493042
896,736.4796143
897,610.675293
898,684.6871338
899,691.6778564
900,1351.655151
901,2523.722412
902,2722.671875
903,1449.0448
904,130.8849945
905,204.0057678
906,342.41922
907,353.612854
908,443.2939758
909,508.0345459
910,543.4202271
911,652.5563354
912,747.0529175
913,872.4003296
914,873.2753906
915,915.1616211
916,944.572937
917,1021.841614
918,1070.20459
919,1267.218628
920,1143.230957
921,1310.644897
922,1284.63147
923,1186.125244
924,1642.689941
925,1626.528442
926,1401.922241
927,1002.002502
928,1130.451172
929,1335.569336
930,844.3169556
931,1173.0625
932,1085.333984
933,939.4533081
934,714.3633423
935,645.7731323
936,711.4115601
937,741.3088989
938,661.2685547
939,748.4591064
940,824.2625122
941,926.6196289
942,959.4850464
943,884.0640259
944,626.9644165
945,760.9794922
946,763.7116089
947,1025.582642
948,1606.65271
949,2403.345215
950,928.6503906
951,3366.744629
952,2117.976074
953,2705.991943
954,32.0443573
955,124.7014389
956,226.6373291
957,302.9888306
958,395.3930969
959,466.3389587
960,456.888031
961,614.2879028
962,616.4641724
963,797.7618408
964,884.1446533
965,953.8361816
966,983.2869873
967,974.5654907
968,759.6654053
969,1097.742188
970,1051.173218
971,1218.316895
972,1290.750977
973,940.3637695
974,1708.609863
975,1754.653809
976,1077.840698
977,847.34021
978,1639.147705
979,1197.598511
980,1507.884033
981,1313.373901
982,1005.79718
983,1084.990723
984,578.4887085
985,826.8833618
986,1292.193848
987,1145.997925
988,1095.880859
989,911.4772339
990,698.9082031
991,661.1191406
992,678.7487793
993,685.1883545
994,756.5222168
995,912.8145142
996,818.1226196
997,936.8099365
998,812.5372925
999,693.5340576
1000,680.8027954
1001,633.5388794
1002,784.5474243
1003,1018.772156
1004,1625.825317
1005,2131.268799
1006,2498.150635
1007,2678.656494
1008,3322.646729
1009,2213.381592
1010,1705.33606
1011,151.8174286
1012,230.6846008
1013,308.6351013
1014,424.0223083
1015,493.9732056
1016,492.2451477
1017,663.197998
1018,568.170105
1019,843.4255981
1020,991.024231
1021,982.5174561
1022,1064.1698
1023,751.8461304
1024,999.272522
1025,1011.992371
1026,1156.193481
1027,1192.746094
1028,959.5585327
1029,1267.294922
1030,1568.703125
1031,1727.244507
1032,1754.5979
1033,1025.451538
1034,1134.989014
1035,841.5975342
1036,1661.450562
1037,767.1325073
1038,897.3909302
1039,623.1998291
1040,807.022583
1041,1245.445313
1042,988.9508057
1043,1057.953613
1044,849.6326294
1045,768.9028931
1046,760.9835205
1047,690.7567139
1048,759.1896362
1049,815.9605713
1050,878.3538208
1051,898.3736572
1052,745.4020386
1053,933.8944092
1054,879.895874
1055,770.6044312
1056,756.3117676
1057,874.2769165
1058,945.0941162
1059,806.6261597
1060,1617.776367
1061,2104.213135
1062,2111.023438
1063,3137.605957
1064,2328.85791
1065,2012.789185
1066,1539.45459
1067,1960.26001
1068,2032.987061
1069,0.884073853
1070,110.9980774
1071,206.4648285
1072,335.87323
1073,478.1490173
1074,557.4118042
1075,697.4926147
1076,527.6957397
1077,729.5224609
1078,969.753418
1079,833.576355
1080,1155.234497
1081,926.9524536
1082,1150.883179
1083,828.477417
1084,1191.430176
1085,1428.564575
1086,1191.765015
1087,1372.343506
1088,1720.057495
1089,1730.324585
1090,1428.442871
1091,1106.686035
1092,1091.605347
1093,1248.595825
1094,1325.653198
1095,1479.620361
1096,1335.458984
1097,1256.695435
1098,1310.561523
1099,796.2226563
1100,815.4403076
1101,1249.273193
1102,1111.255737
1103,973.1240845
1104,934.4412231
1105,729.7945557
1106,790.0157471
1107,937.6657715
1108,825.0844116
1109,852.7435303
1110,710.8398438
1111,976.1085815
1112,862.600647
1113,847.8605347
1114,1014.461975
1115,815.3817749
1116,907.5114746
1117,668.3430786
1118,928.4307861
1119,1386.527466
1120,2449.231934
1121,2594.62793
1122,2362.38208
1123,2453.331055
1124,1998.97522
1125,2005.107666
1126,2695.873291
1127,2256.083984
1128,3196.182861
1129,0.348439664
1130,2.367318869
1131,20.77679062
1132,50.35697937
1133,112.7525635
1134,366.9338684
1135,607.9170532
1136,629.8859253
1137,709.6152344
1138,849.718689
1139,903.4910278
1140,941.8817749
1141,1012.557678
1142,1191.082153
1143,1801.61145
1144,1752.075684
1145,960.8641968
1146,1025.147217
1147,1242.960571
1148,1278.576904
1149,1142.812622
1150,1262.608154
1151,1498.61377
1152,1295.429565
1153,1244.73938
1154,1075.024658
1155,1072.790405
1156,999.9260254
1157,1153.014038
1158,1238.925293
1159,1188.768311
1160,733.2501831
1161,1059.900024
1162,1058.264771
1163,1035.774658
1164,770.855957
1165,756.0755005
1166,852.182312
1167,1011.190186
1168,1035.448608
1169,795.7432861
1170,1068.61438
1171,1031.91687
1172,848.1879883
1173,651.6223145
1174,790.4355469
1175,608.4367676
1176,1131.348633
1177,4780.12207
1178,2961.444336
1179,2289.693115
1180,2294.365723
1181,2241.906006
1182,2242.289307
1183,2984.273926
1184,2402.304688
1185,2484.261475
1186,2682.272217
1187,3023.855713
1188,2.021804094
1189,8.436494827
1190,27.1700573
1191,49.92403412
1192,577.5897827
1193,930.3685303
1194,996.0371094
1195,978.1377563
1196,962.4181519
1197,982.3794556
1198,1063.768066
1199,1233.709473
1200,1245.757813
1201,1514.032837
1202,1778.822998
1203,1545.106079
1204,975.6762085
1205,1098.015869
1206,1268.502075
1207,1232.830322
1208,1202.868286
1209,1529.961792
1210,964.4611206
1211,1258.418701
1212,1134.553833
1213,1076.607666
1214,1074.169434
1215,912.4624023
1216,1034.421875
1217,877.3140869
1218,802.6748657
1219,913.6768799
1220,1161.94458
1221,1113.707153
1222,1138.873291
1223,903.7224121
1224,1016.065002
1225,664.3040771
1226,750.7891235
1227,777.5388184
1228,720.7305298
1229,2946.941406
1230,3855.548828
1231,1680.62085
1232,1861.362793
1233,2301.494141
1234,2449.247559
1235,2490.297607
1236,2970.246582
1237,2087.885986
1238,2055.469482
1239,2012.964478
1240,2342.592529
1241,2119.499268
1242,1433.026978
1243,1119.145996
1244,935.9393311
1245,898.4042969
1246,1278.531128
1247,1232.379517
1248,1138.129761
1249,1209.155762
1250,1549.283569
1251,1264.414063
1252,1245.637817
1253,1471.644409
1254,1530.999512
1255,1109.844604
1256,1369.032471
1257,1238.222168
1258,1228.4729
1259,1558.797974
1260,1785.761963
1261,1489.862549
1262,1425.635498
1263,1151.778442
1264,947.9779663
1265,1130.775879
1266,1267.46106
1267,1042.495239
1268,756.7775879
1269,1026.90625
1270,878.8070068
1271,909.7575684
1272,1082.702759
1273,942.418396
1274,1206.574707
1275,1015.963867
1276,1130.856689
1277,1117.192505
1278,824.7225952
1279,1056.906128
1280,2558.351563
1281,976.7158203
1282,1463.824097
1283,3558.279297
1284,1435.600952
1285,2405.157959
1286,2560.050049
1287,2663.76709
1288,2675.37915
1289,2808.112549
1290,2347.935547
1291,1889.074219
1292,1595.338501
1293,1600.088745
1294,1788.748291
1295,2730.998047
1296,2548.043701
1297,831.7692871
1298,1053.238647
1299,1245.603638
1300,1294.44873
1301,1163.48999
1302,1057.677734
1303,1165.488403
1304,1206.485718
1305,1626.931396
1306,1586.078003
1307,1353.846436
1308,1247.571533
1309,1531.408325
1310,1191.586792
1311,913.961853
1312,830.9141846
1313,3075.829346
1314,3803.39917
1315,1466.947021
1316,1349.533813
1317,1320.147339
1318,1247.788818
1319,1323.452515
1320,1041.124146
1321,1330.582275
1322,1123.819336
1323,1273.53064
1324,827.6377563
1325,1216.05542
1326,1093.871094
1327,1288.66333
1328,942.0582275
1329,1085.651001
1330,1081.934204
1331,973.9780884
1332,1176.447998
1333,1332.935791
1334,2245.506836
1335,1051.96106
1336,1615.124023
1337,1219.053589
1338,1771.616455
1339,3181.028809
1340,3487.414063
1341,3793.847656
1342,3027.395508
1343,2065.683594
1344,1354.540405
1345,1336.760864
1346,1121.486206
1347,1416.748169
1348,3436.394043
1349,2811.307861
1350,1711.514282
1351,2459.700684
1352,410.1533813
1353,963.7772827
1354,1071.615723
1355,1074.696533
1356,1156.526367
1357,1255.183716
1358,1184.59729
1359,1159.076172
1360,1233.011963
1361,5046.196777
1362,1760.1604
1363,1357.87085
1364,1405.844604
1365,1764.998291
1366,1248.55835
1367,983.6516113
1368,983.7543945
1369,5309.94873
1370,670.9727783
1371,1087.751709
1372,1125.608032
1373,1228.988159
1374,1293.593262
1375,1241.706299
1376,734.1723633
1377,1346.60022
1378,1595.326538
1379,1242.868652
1380,1285.108643
1381,1042.726807
1382,1209.554199
1383,1141.279541
1384,1198.424805
1385,1339.433716
1386,1807.213623
1387,1929.765137
1388,2197.295654
1389,1429.008545
1390,349.0616455
1391,3710.561768
1392,5120.21582
1393,6280.320801
1394,2261.030029
1395,1375.554077
1396,1165.452881
1397,1302.996826
1398,1710.291748
1399,2647.269287
1400,2961.987549
1401,1398.508545
1402,1917.970337
1403,3279.268799
1404,6170.133301
1405,511.5444946
1406,789.2904053
1407,842.9572144
1408,1012.21991
1409,1013.370667
1410,1120.290161
1411,1218.675781
1412,1225.463013
1413,1222.485229
1414,1253.99353
1415,1370.526733
1416,1682.966309
1417,1592.341431
1418,1396.022339
1419,1587.649048
1420,1538.570068
1421,1157.382446
1422,1336.25415
1423,886.6707764
1424,1118.181641
1425,1937.913208
1426,4342.617676
1427,945.3534546
1428,934.2636108
1429,1091.088501
1430,1163.563843
1431,1455.326538
1432,992.5917969
1433,1474.38147
1434,855.6324463
1435,1143.240845
1436,1689.713135
1437,1137.124878
1438,1174.026611
1439,901.4070435
1440,1282.124634
1441,1162.576416
1442,1386.046753
1443,2160.7771
1444,839.0495605
1445,2525.424316
1446,353.9948425
1447,297.6569824
1448,61.1124649
1449,15151.03906
1450,4146.362793
1451,1482.127075
1452,1586.996094
1453,1361.597778
1454,1053.509766
1455,1396.229248
1456,1252.667114
1457,4693.754395
1458,5056.158691
1459,4790.011719
1460,1869.261353
1461,527.1625366
1462,865.4943848
1463,864.5281372
1464,938.0678711
1465,803.2177734
1466,1063.624756
1467,1166.665527
1468,1157.894897
1469,1173.693726
1470,1199.615845
1471,1133.178345
1472,1539.253784
1473,1051.750122
1474,1394.932373
1475,1368.349487
1476,1366.427612
1477,1476.911865
1478,1390.935547
1479,1298.947754
1480,1230.410278
1481,1259.508545
1482,965.911377
1483,1956.319458
1484,2280.288818
1485,1101.019775
1486,1159.746948
1487,1266.656494
1488,1283.368042
1489,1270.355957
1490,821.4553223
1491,1382.83313
1492,1579.693726
1493,1169.602173
1494,1166.125244
1495,1359.1521
1496,1144.375
1497,1148.883545
1498,1537.529419
1499,1363.247559
1500,1160.227539
1501,877.3041992
1502,1259.406372
1503,1415.300781
1504,1317.337891
1505,1610.472778
1506,439.2687683
1507,4069.715088
1508,5467.458496
1509,14927.85645
1510,1190.168335
1511,653.4464722
1512,879.7516479
1513,930.3325806
1514,974.7290649
1515,632.6798096
1516,688.7459717
1517,4850.317383
1518,6356.217773
1519,4909.035156
1520,1251.675049
1521,1224.253418
1522,546.7192383
1523,817.4157715
1524,947.4772949
1525,924.0286255
1526,913.2057495
1527,875.053833
1528,945.4996338
1529,1094.22168
1530,1121.457764
1531,1118.02063
1532,1135.251831
1533,1139.936523
1534,1157.972778
1535,1253.757813
1536,1422.407349
1537,1432.672119
1538,1363.397095
1539,1227.479614
1540,1295.040894
1541,1423.793091
1542,1517.031982
1543,1452.036865
1544,1299.139404
1545,1294.640381
1546,1953.037109
1547,1714.129761
1548,1134.520874
1549,1292.647827
1550,1453.323242
1551,1336.477417
1552,1030.05481
1553,1305.267334
1554,1509.784668
1555,1447.973145
1556,967.2053833
1557,1206.634033
1558,825.5093994
1559,1002.969604
1560,1084.425659
1561,1065.419067
1562,1262.784058
1563,942.0465088
1564,1102.041016
1565,1004.308411
1566,4350.799805
1567,5615.041504
1568,6977.071777
1569,5657.236328
1570,1352.17627
1571,1044.441284
1572,1101.223145
1573,1090.983398
1574,1562.472168
1575,618.2947388
1576,450.4051514
1577,5418.231445
1578,6983.091797
1579,4957.487305
1580,993.0570068
1581,1144.87439
1582,1275.971436
1583,1437.211426
1584,899.6516724
1585,873.8505249
1586,870.8307495
1587,769.701416
1588,993.7331543
1589,1123.614136
1590,1125.865234
1591,1112.044434
1592,1064.904907
1593,888.9660034
1594,1148.153198
1595,1293.404663
1596,1364.826904
1597,1411.167358
1598,1108.786255
1599,1290.033936
1600,1138.575439
1601,1366.967285
1602,1432.098267
1603,1394.032104
1604,1453.924561
1605,1289.210571
1606,1452.059326
1607,1792.091064
1608,1296.21936
1609,1092.068726
1610,1353.739746
1611,1676.192139
1612,1355.697632
1613,963.2602539
1614,1555.444824
1615,1586.433838
1616,1399.172119
1617,1240.243164
1618,1196.470581
1619,1060.142334
1620,1555.426758
1621,1023.802856
1622,982.9700317
1623,1136.334106
1624,1115.74292
1625,986.7142944
1626,983.9671631
1627,890.8662109
1628,940.0689087
1629,1162.485962
1630,1543.916504
1631,3005.41748
1632,1962.25061
1633,4406.536133
1634,3613.80249
1635,1674.710693
1636,1361.288696
1637,1245.376221
1638,1239.036987
1639,1523.052612
1640,1244.4823
1641,631.9932251
1642,7197.00293
1643,7134.962402
1644,4610.180176
1645,1011.970825
1646,993.8268433
1647,1136.880981
1648,899.0239868
1649,822.0341187
1650,718.3589478
1651,916.5877075
1652,1044.176392
1653,1190.843506
1654,1011.343384
1655,1025.826782
1656,872.2605591
1657,1026.867188
1658,1126.022095
1659,1334.154297
1660,1343.291016
1661,1323.716309
1662,1263.716431
1663,1208.371704
1664,1435.538086
1665,1445.039551
1666,1486.275146
1667,1364.735596
1668,1627.263672
1669,1417.50061
1670,1562.320435
1671,1190.776001
1672,1217.671387
1673,3174.639648
1674,1688.725586
