OID_,Value,SrcID_Feat,SrcID_Rast
1,1082.285034179687500,0,0
2,1139.840454101562500,0,0
3,1153.867431640625000,0,0
4,1057.693359375000000,0,0
5,1298.735717773437500,0,0
6,1390.951660156250000,-2,0
7,1097.287475585937500,0,0
8,1344.031250000000000,0,0
9,690.430969238281250,0,0
10,1393.616943359375000,0,0
11,1438.250000000000000,0,0
12,1672.144409179687500,-2,0
13,3400.674804687500000,0,0
14,3751.232666015625000,0,0
15,2475.221191406250000,0,0
16,3192.647949218750000,0,0
17,1342.074096679687500,0,0
18,1484.081420898437500,0,0
19,1206.715942382812500,-2,0
20,6934.940917968750000,0,0
21,16.632484436035156,0,0
22,3074.279052734375000,0,0
23,583.485595703125000,0,0
24,897.593505859375000,0,0
25,729.289794921875000,0,0
26,1240.564697265625000,0,0
27,1236.270751953125000,0,0
28,4082.674804687500000,-2,0
29,5386.877929687500000,0,0
30,2332.906738281250000,0,0
31,409.154541015625000,0,0
32,709.993896484375000,0,0
33,687.208129882812500,0,0
34,791.411926269531250,0,0
35,663.130249023437500,0,0
36,1127.983398437500000,0,0
37,1273.862670898437500,0,0
38,971.648132324218750,0,0
39,6780.274902343750000,-2,0
40,16.805330276489258,0,0
41,4149.148925781250000,0,0
42,736.936706542968750,0,0
43,697.357971191406250,0,0
44,820.289611816406250,0,0
45,876.912536621093750,0,0
46,749.647033691406250,0,0
47,785.407714843750000,0,0
48,1075.340942382812500,0,0
49,1203.018554687500000,0,0
50,4277.971679687500000,0,0
51,4751.948242187500000,-2,0
52,75.986648559570312,0,0
53,3671.599365234375000,0,0
54,805.506225585937500,0,0
55,862.649353027343750,0,0
56,926.883117675781250,0,0
57,991.106628417968750,0,0
58,977.570312500000000,0,0
59,821.065734863281250,0,0
60,963.753723144531250,0,0
61,831.497009277343750,0,0
62,1286.496948242187500,0,0
63,1127.207763671875000,0,0
64,1032.977905273437500,0,0
65,3563.892822265625000,0,0
66,4664.148437500000000,-2,0
67,4315.659179687500000,0,0
68,1485.893798828125000,0,0
69,1213.123535156250000,0,0
70,950.685302734375000,0,0
71,1035.631347656250000,0,0
72,1118.981079101562500,0,0
73,1154.552368164062500,0,0
74,1045.350830078125000,0,0
75,600.984375000000000,0,0
76,817.311401367187500,0,0
77,1196.647338867187500,0,0
78,923.067871093750000,0,0
79,855.494628906250000,0,0
80,2730.004882812500000,0,0
81,3885.217529296875000,-2,0
82,5228.123535156250000,0,0
83,2051.509033203125000,0,0
84,2204.224609375000000,0,0
85,1716.909301757812500,0,0
86,1227.680297851562500,0,0
87,1274.469116210937500,0,0
88,1306.049804687500000,0,0
89,956.500183105468750,0,0
90,553.858459472656250,0,0
91,853.153442382812500,0,0
92,767.003540039062500,0,0
93,712.738891601562500,0,0
94,1418.274291992187500,0,0
95,1217.736816406250000,0,0
96,430.896514892578125,0,0
97,1092.274658203125000,0,0
98,2041.587890625000000,0,0
99,1453.595214843750000,-2,0
100,4773.242187500000000,0,0
101,2750.724609375000000,0,0
102,2101.686035156250000,0,0
103,2234.488037109375000,0,0
104,1632.750488281250000,0,0
105,1518.967285156250000,0,0
106,1094.017456054687500,0,0
107,525.758239746093750,0,0
108,897.270019531250000,0,0
109,839.658264160156250,0,0
110,810.464111328125000,0,0
111,720.715759277343750,0,0
112,1070.815795898437500,0,0
113,879.485656738281250,0,0
114,1090.593994140625000,0,0
115,826.304077148437500,0,0
116,1264.410400390625000,0,0
117,560.094787597656250,-2,0
118,2553.952148437500000,0,0
119,2340.309570312500000,0,0
120,2189.185302734375000,0,0
121,2175.864746093750000,0,0
122,1755.265014648437500,0,0
123,1693.531982421875000,0,0
124,1422.844604492187500,0,0
125,1174.178466796875000,0,0
126,755.469543457031250,0,0
127,843.740417480468750,0,0
128,922.496643066406250,0,0
129,816.399597167968750,0,0
130,728.231750488281250,0,0
131,708.047851562500000,0,0
132,847.992675781250000,0,0
133,2397.289306640625000,0,0
134,1755.602416992187500,0,0
135,1440.653564453125000,0,0
136,1089.236450195312500,0,0
137,1084.793334960937500,0,0
138,678.902770996093750,0,0
139,770.122436523437500,-2,0
140,1546.853759765625000,0,0
141,1850.611206054687500,0,0
142,2210.391113281250000,0,0
143,2201.287109375000000,0,0
144,2052.474609375000000,0,0
145,1494.774169921875000,0,0
146,1108.834106445312500,0,0
147,993.366088867187500,0,0
148,865.075500488281250,0,0
149,784.739746093750000,0,0
150,879.476318359375000,0,0
151,762.744934082031250,0,0
152,763.473449707031250,0,0
153,875.580627441406250,0,0
