OID_,Value,SrcID_Feat,SrcID_Rast
1,943.173217773437500,0,0
2,1309.341674804687500,0,0
3,1429.020141601562500,0,0
4,1490.850097656250000,0,0
5,1600.714355468750000,0,0
6,1923.946533203125000,0,0
7,2262.583007812500000,0,0
8,2004.826538085937500,0,0
9,1952.475097656250000,0,0
10,1678.131225585937500,0,0
11,1670.342041015625000,0,0
12,1986.763793945312500,0,0
13,1574.382080078125000,0,0
14,1639.161621093750000,0,0
15,1104.271118164062500,0,0
16,831.598937988281250,0,0
17,944.955810546875000,0,0
18,1655.815063476562500,0,0
19,1193.976318359375000,0,0
20,736.953063964843750,0,0
21,1159.554199218750000,0,0
22,1207.959472656250000,0,0
23,1478.703369140625000,0,0
24,937.651794433593750,0,0
25,1050.377929687500000,0,0
26,1148.679565429687500,0,0
27,1679.549072265625000,0,0
28,1324.456665039062500,0,0
29,1290.329956054687500,0,0
30,1493.071166992187500,0,0
31,1070.791137695312500,0,0
32,1044.727416992187500,0,0
33,1378.942871093750000,0,0
34,2172.342041015625000,0,0
35,1424.267944335937500,0,0
36,1439.681884765625000,0,0
37,1068.988037109375000,0,0
38,1703.891113281250000,0,0
39,2144.871337890625000,0,0
40,1403.771240234375000,0,0
41,1630.093872070312500,0,0
42,1310.519531250000000,0,0
43,1617.268310546875000,0,0
44,696.864196777343750,0,0
45,1411.773803710937500,0,0
46,1245.138671875000000,0,0
47,1088.864501953125000,0,0
48,928.660644531250000,0,0
49,1311.253906250000000,0,0
50,1178.987670898437500,0,0
51,738.629821777343750,0,0
52,1308.145141601562500,0,0
53,1894.298461914062500,0,0
54,988.433898925781250,0,0
55,1261.361206054687500,0,0
56,660.660095214843750,0,0
57,994.740783691406250,0,0
58,1117.081054687500000,0,0
59,1147.501464843750000,0,0
60,1609.711791992187500,0,0
61,1378.716796875000000,0,0
62,1200.108276367187500,0,0
63,679.070007324218750,0,0
64,1031.071777343750000,0,0
65,769.970092773437500,0,0
66,1258.606933593750000,0,0
67,1189.165649414062500,0,0
68,739.841613769531250,0,0
69,1071.965576171875000,0,0
70,1288.835571289062500,0,0
71,665.774780273437500,0,0
72,1154.242431640625000,0,0
73,964.981445312500000,0,0
74,1186.251342773437500,0,0
75,718.335998535156250,0,0
76,1043.086669921875000,0,0
77,1209.343261718750000,0,0
78,1247.954467773437500,0,0
79,1643.850219726562500,0,0
80,806.668090820312500,0,0
81,1370.783569335937500,0,0
82,1573.743530273437500,0,0
83,974.594299316406250,0,0
84,1626.894287109375000,0,0
85,1487.914672851562500,0,0
86,1441.464965820312500,0,0
87,1039.808959960937500,0,0
88,936.181152343750000,0,0
89,1163.825927734375000,0,0
90,1194.939208984375000,0,0
91,958.971191406250000,0,0
92,1077.138793945312500,0,0
93,1352.810180664062500,0,0
94,1060.004028320312500,0,0
95,1060.899291992187500,0,0
96,1036.639770507812500,0,0
97,1048.646728515625000,0,0
98,668.491943359375000,0,0
99,660.145507812500000,0,0
100,792.438049316406250,0,0
101,1275.424438476562500,0,0
102,1276.333374023437500,0,0
103,1473.660400390625000,0,0
104,1093.801635742187500,0,0
105,1534.784545898437500,0,0
106,1403.401489257812500,0,0
107,928.319213867187500,0,0
108,711.235900878906250,0,0
109,1039.558105468750000,0,0
110,1037.245605468750000,0,0
111,709.205810546875000,0,0
112,790.177368164062500,0,0
113,1289.931640625000000,0,0
114,1575.202392578125000,0,0
115,1302.511840820312500,0,0
116,770.560424804687500,0,0
117,836.279907226562500,0,0
118,749.812805175781250,0,0
119,1184.972656250000000,0,0
120,1260.551513671875000,0,0
121,1060.197998046875000,0,0
122,1026.444702148437500,0,0
123,1098.905639648437500,0,0
124,1675.914428710937500,0,0
125,1041.715942382812500,0,0
126,1390.982299804687500,0,0
127,1560.671264648437500,0,0
128,925.745666503906250,0,0
129,1049.196533203125000,0,0
130,819.741516113281250,0,0
131,869.116149902343750,0,0
132,995.204223632812500,0,0
133,1014.576416015625000,0,0
134,1095.585571289062500,0,0
135,1153.360839843750000,0,0
136,1428.148193359375000,0,0
137,1091.440185546875000,0,0
138,949.796203613281250,0,0
139,1702.598022460937500,0,0
140,908.953430175781250,0,0
141,953.752502441406250,0,0
142,987.791625976562500,0,0
143,1070.003295898437500,0,0
144,703.341247558593750,0,0
145,1314.386474609375000,0,0
146,1070.489013671875000,0,0
147,1155.740478515625000,0,0
148,2042.339355468750000,0,0
149,1926.118896484375000,0,0
150,816.248168945312500,0,0
151,883.115051269531250,0,0
152,927.536376953125000,0,0
153,1070.818481445312500,0,0
154,1173.587768554687500,0,0
155,1328.570800781250000,0,0
156,1149.474121093750000,0,0
157,1979.762451171875000,0,0
158,1829.532470703125000,0,0
159,1166.093750000000000,0,0
160,870.857727050781250,0,0
161,846.241821289062500,0,0
162,1148.566772460937500,0,0
163,1097.974975585937500,0,0
164,1978.873291015625000,0,0
165,2051.636718750000000,0,0
166,1431.663574218750000,0,0
167,1259.097778320312500,0,0
168,1105.207885742187500,0,0
169,1241.044921875000000,0,0
170,826.879943847656250,0,0
171,1078.343017578125000,0,0
172,1301.951293945312500,0,0
173,1086.479614257812500,0,0
174,2259.823974609375000,0,0
175,1780.782958984375000,0,0
176,1728.721557617187500,0,0
177,1073.320312500000000,0,0
178,824.825927734375000,0,0
179,1023.926391601562500,0,0
180,727.477661132812500,0,0
181,1025.386230468750000,0,0
182,1220.159057617187500,0,0
183,1574.764892578125000,0,0
184,2181.032958984375000,0,0
185,3217.793945312500000,0,0
186,1168.175415039062500,0,0
187,1053.088989257812500,0,0
188,812.960449218750000,0,0
189,1016.494567871093750,0,0
190,999.263000488281250,0,0
191,897.412475585937500,0,0
192,2764.205078125000000,0,0
193,1655.698730468750000,0,0
